Date,City,Product_Category,Product,Quantity,Product_Price
01-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,108,75
06-02-2026,Jaipur,Dairy Products,Cow Milk Paneer,29,100
08-01-2026,Mumbai,High Protein Milk,Kesar Elaichi,21,100
22-01-2026,Mumbai,High Protein Milk,Milk 250 ML Pouch,101,75
03-01-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,77,75
01-02-2026,Jaipur,High Protein Milk,Kesar Elaichi,93,100
26-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,106,100
10-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,82,50
28-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,62,55
17-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,82,195
11-02-2026,Mumbai,High Protein Milk,Milk,40,75
07-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,26,55
31-01-2026,Mumbai,Dairy Products,Dahi,48,45
07-02-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,13,55
02-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,59,195
22-02-2026,Jaipur,High Protein Milk,Coffee,75,90
09-02-2026,Delhi NCR,Ghee,Buffalo Ghee,76,500
14-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,12,1000
16-01-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,27,55
03-02-2026,Mumbai,High Protein Milk,Matcha,105,125
02-01-2026,Pune,Ghee,Buffalo Ghee,69,500
24-02-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,81,75
02-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,116,55
02-03-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,57,55
20-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,116,500
09-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,89,120
15-01-2026,Pune,High Protein Milk,Kesar Elaichi,45,100
02-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,61,75
26-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,9,1000
30-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,53,50
10-01-2026,Delhi NCR,High Protein Milk,Coffee,17,90
24-01-2026,Pune,Dairy Products,Chocolate Milk,104,90
25-01-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,10,50
10-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,31,50
21-01-2026,Mumbai,Ghee,Cultured Cow Ghee,68,500
06-02-2026,Delhi NCR,Ghee,Buffalo Ghee,42,500
31-01-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,76,55
06-02-2026,Delhi NCR,Ghee,Buffalo Ghee,104,500
03-02-2026,Mumbai,Dairy Products,Dahi,104,45
10-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,95,75
12-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,87,100
04-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,50,50
05-01-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,51,75
21-01-2026,Jaipur,High Protein Milk,Mango Milk,81,130
19-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,6,75
20-01-2026,Hyderabad,High Protein Milk,Cacao Milk,96,120
13-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,87,100
11-01-2026,Pune,Ghee,Cultured Cow Ghee,68,500
21-01-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,112,195
19-01-2026,Hyderabad,Dairy Products,Kharwas,72,75
10-02-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,60,55
27-01-2026,Jaipur,High Protein Milk,Coffee,98,90
03-02-2026,Mumbai,High Protein Milk,Chickoo Milk,58,120
15-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,40,195
02-02-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,53,50
14-02-2026,Jaipur,Ghee,Cultured Cow Ghee,29,500
17-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,110,55
23-01-2026,Delhi NCR,High Protein Milk,Mango Milk,78,130
19-02-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,31,75
04-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,8,1000
22-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,64,75
11-01-2026,Hyderabad,High Protein Milk,Chickoo Milk,55,120
10-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,72,55
04-01-2026,Jaipur,Ghee,Cultured Cow Ghee,10,500
10-01-2026,Jaipur,High Protein Milk,Coffee,51,90
16-01-2026,Jaipur,Ghee,Cultured Cow Ghee,38,500
08-02-2026,Jaipur,Nutrition Rich Milk,A2 Cow Milk,55,55
24-01-2026,Hyderabad,High Protein Milk,Kesar Elaichi,31,100
03-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,9,120
01-01-2026,Delhi NCR,Ghee,Buffalo Ghee,19,500
02-03-2026,Hyderabad,High Protein Milk,Matcha,60,125
08-02-2026,Mumbai,Dairy Products,Door Bag,120,250
16-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,96,1000
08-02-2026,Pune,Dairy Products,Cow Milk Paneer,110,100
09-02-2026,Jaipur,Dairy Products,Chocolate Milk,83,90
05-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,31,1000
08-02-2026,Pune,Ghee,Cultured Cow Ghee,16,500
23-02-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,63,55
16-01-2026,Jaipur,High Protein Milk,Chickoo Milk,67,120
22-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,40,55
05-02-2026,Pune,Ghee,Cultured Cow Ghee,36,500
16-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,28,500
26-01-2026,Pune,High Protein Milk,Chickoo Milk,10,120
15-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,66,195
13-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,68,55
04-01-2026,Mumbai,Ghee,Buffalo Ghee,32,500
28-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,30,55
01-02-2026,Jaipur,High Protein Milk,Mango Milk,18,130
16-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,35,55
17-01-2026,Jaipur,Dairy Products,Chocolate Milk,97,90
29-01-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,37,75
17-02-2026,Delhi NCR,High Protein Milk,Chickoo Milk,92,120
03-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,77,75
05-01-2026,Jaipur,Ghee,Cultured Cow Ghee,24,500
31-01-2026,Jaipur,High Protein Milk,Chickoo Milk,43,120
13-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,16,100
20-02-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,39,75
22-02-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,15,55
17-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,70,55
20-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,48,50
12-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,31,1000
14-02-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,55,75
11-01-2026,Hyderabad,Ghee,Buffalo Ghee,104,500
01-02-2026,Mumbai,High Protein Milk,Matcha,85,125
15-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,46,100
05-01-2026,Mumbai,High Protein Milk,Mango Milk,35,130
15-01-2026,Mumbai,High Protein Milk,Milk 250 ML Pouch,78,75
24-02-2026,Jaipur,Ghee,Buffalo Ghee,24,500
16-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,76,50
13-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,28,1000
06-01-2026,Mumbai,Dairy Products,Kharwas,93,75
05-02-2026,Mumbai,High Protein Milk,Matcha,86,125
14-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,61,50
06-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,61,50
11-02-2026,Delhi NCR,High Protein Milk,Milk,100,75
14-02-2026,Delhi NCR,Dairy Products,Dahi,13,45
23-02-2026,Jaipur,High Protein Milk,Milk,96,75
15-01-2026,Mumbai,High Protein Milk,Coffee,67,90
22-01-2026,Delhi NCR,Dairy Products,Door Bag,98,250
03-02-2026,Mumbai,Ghee,Cultured Cow Ghee,53,500
04-01-2026,Pune,Dairy Products,Kharwas,35,75
29-01-2026,Hyderabad,High Protein Milk,Cacao Milk,40,120
16-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,35,120
04-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,65,50
28-01-2026,Delhi NCR,Dairy Products,Kharwas,91,75
13-01-2026,Mumbai,High Protein Milk,Mango Milk,72,130
18-02-2026,Hyderabad,Dairy Products,Door Bag,88,250
28-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,16,100
14-01-2026,Pune,Ghee,Buffalo Ghee,106,500
17-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,86,100
07-01-2026,Mumbai,High Protein Milk,Matcha,70,125
09-02-2026,Pune,Dairy Products,Kharwas,66,75
